"AnimalID","AnimalInternal-ID","AnimalName","AnimalType","AnimalSex","AnimalCurrentWeightPounds","AnimalDOB","AnimalBreed","AnimalColor","AnimalPattern"
46206,1489996,"Andes","Dog","Male",11.56,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46207,1489997,"Tic Tac","Dog","Female",0,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46208,1489998,"Twix","Dog","Female",8.56,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46209,1490003,"Gummi Bear","Dog","Male",7.13,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46210,1490004,"Truffle","Dog","Female",7.13,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46211,1490005,"Whatchamacallit","Dog","Male",7.38,20170130,"Retriever, Labrador /Chow Chow","Black /White",NULL
46212,1490018,"Lola","Dog","Female",54.6,20160131,"Retriever /Weimaraner","Blond /None",NULL
46213,1490029,"Coco","Dog","Female",49.9,20110131,"Terrier, Pit Bull","Black /White",NULL
46217,1490205,"Jet","Dog","Male",63,20120121,"Retriever, Black Labrador","Black /None",NULL
46218,1490222,"Digit","Dog","Male",15.5,20100324,"Dachshund /Chihuahua","Black /Tan","Tricolor"
46220,1490286,"Samoa","Dog","Female",11.5,20161201,"Pointer, German Shorthaired /Retriever, Labrador","Black /None",NULL
46221,1490287,"Thin Mint","Dog","Female",10.63,20161201,"Pointer, German Shorthaired /Retriever, Labrador","Black /None",NULL
46222,1490288,"Tagalong","Dog","Male",11.7,20161201,"Pointer, German Shorthaired /Retriever, Labrador","Black /None",NULL
46227,1490454,"Dot","Dog","Female",4.5,20161201,"Shepherd, German","Black /Tan",NULL
46228,1490881,"Remy","Dog","Male",10.3,20070119,"Shih Tzu/Mix","White/Grey",NULL
46229,1490895,"Rascal","Dog","Male",14.1,20080604,"Dachshund /Pug","Tan /None",NULL
46230,1490952,"Poblano","Dog","Male",9.8,20161201,"Rottweiler /Retriever, Labrador","White /Brown",NULL
46231,1490958,"Cayenne","Dog","Male",9.06,20161201,"Rottweiler /Retriever, Labrador","Red/Mahogany /None",NULL
46232,1490960,"Chili","Dog","Female",13.1,20161201,"Rottweiler /Retriever, Labrador","Red/Mahogany /White",NULL
46233,1490968,"Serrano","Dog","Female",10,20161201,"Rottweiler /Retriever, Labrador","White /Brown",NULL
46234,1490975,"Habanero","Dog","Male",11,20161201,"Rottweiler /Retriever, Labrador","Red/Mahogany /White",NULL
46235,1490980,"Jalapeno","Dog","Male",15,20161201,"Rottweiler /Retriever, Labrador","White /Brown",NULL
46236,1490997,"Peso","Dog","Male",11.2,20150131,"Pinscher, Miniature /Chihuahua","Black /Tan",NULL
46241,1491060,"Cremini","Dog","Male",12.5,20161115,"Retriever, Labrador /Mix","White /Tan",NULL
46242,1491062,"Portabello","Dog","Female",7.3,20161115,"Retriever, Labrador /Mix","Brindle /None",NULL
46243,1491064,"Shiitake","Dog","Female",12.5,20161115,"Retriever, Labrador /Mix","Brown /White",NULL
46245,1491094,"Rosalie","Dog","Female",40.2,20140718,"Shepherd /Mix","Brown /Black",NULL
46246,1491096,"Coriander","Dog","Unknown",6,20170109,"Shepherd /Mix","Brown /Black",NULL
46247,1491098,"Clove","Dog","Female",6.3,20170109,"Shepherd /Mix","Brown /None",NULL
46248,1491100,"Paprika","Dog","Female",9.5,20170109,"Shepherd /Mix","Brown /None",NULL
46249,1491104,"Sage","Dog","Female",4.5,20170109,"Shepherd /Mix","Brown /Black",NULL
46250,1491107,"Cinnamon","Dog","Male",11.5,20170109,"Shepherd /Mix","Brown /None",NULL
46251,1491109,"Tumeric","Dog","Female",5.9,20170109,"Shepherd /Mix","Black /Brown",NULL
46252,1491111,"Saffron","Dog","Female",9.63,20170109,"Shepherd /Mix","Brown /Black",NULL
46263,1491497,"Deacon","Dog","Male",42,20151122,"Coonhound","Black /Tan",NULL
46264,1491506,"Valentino","Dog","Male",44.3,20120201,"Shepherd /Retriever, Labrador","Tan /Black",NULL
46269,1491641,"Benji","Dog","Male",18.3,20151201,"Terrier /Mix","Grey /None",NULL
46270,1491654,"Bella","Dog","Female",30,20160201,"Mixed Breed (Large)","Tan /Black",NULL
46271,1491694,"Mary Scruffins","Dog","Female",6.1,20100201,"Pomeranian /Chihuahua","Tan /White",NULL
46277,1491802,"Mercedes","Dog","Female",11.2,20160201,"Terrier","Grey /White",NULL
46278,1491815,"Alta","Dog","Male",61.1,20160201,"Husky, Siberian","White /Grey",NULL
46285,1492254,"Bruno","Dog","Male",19.2,20160930,"Shepherd /Boxer","Tan /None",NULL
46289,1492767,"Spot","Dog","Male",74.7,20150806,"Great Dane /Dalmatian","White /Brindle",NULL
46296,1492937,"Martin","Dog","Male",13.5,20161020,"Black Mouth Cur","Tan /White",NULL
46297,1492939,"Rickenbacker","Dog","Male",11.25,20161020,"Black Mouth Cur","Tan /White",NULL
46298,1493198,"Dolly Parton","Dog","Female",7.38,20160817,"Chihuahua","Black /White",NULL
46308,1493550,"Diego","Dog","Male",3.8,20160801,"Terrier, Yorkshire, Yorkie /Pomeranian","Tan /Brown",NULL
46309,1493606,"Beans","Dog","Male",4.25,20161102,"Chihuahua","Black /None",NULL
46310,1493701,"William","Dog","Male",22.5,20140126,"Chihuahua /Mix","Tan /White",NULL
46311,1493718,"Stuart","Dog","Male",13.3,20090121,"Shih Tzu /Spaniel, Cocker","Red/Mahogany /White",NULL
46312,1493737,"Raleigh","Dog","Male",20.4,20160125,"Beagle","Red/Mahogany /None",NULL
46316,1493765,"Johnny","Dog","Male",15,20160128,"Pug /Mix","Tan /White",NULL
46321,1493847,"Minny","Dog","Female",8.1,20160129,"Chihuahua","Brown /Tan",NULL
46322,1493876,"Abilene","Dog","Female",6,20160129,"Chihuahua","Tan /None",NULL
46323,1493896,"Ty","Dog","Male",10.7,20130125,"Chihuahua","Tan /White",NULL
46330,1494063,"Hombre","Dog","Male",7.38,20140704,"Chihuahua","Brown /Black",NULL
46333,1495067,"Judy Dench","Dog","Female",20,20161004,"Terrier /Mix","Black /White",NULL
46335,1495336,"Anastasia","Dog","Female",35.5,20070204,"Terrier, Pit Bull /Mix","White /Red/Mahogany",NULL
46336,1495602,"Shelby","Dog","Female",2.9,20161121,"Maltese /Poodle","Cream /None",NULL
46337,1495641,"Light","Dog","Female",6.44,20161206,"Shepherd, Australian /Chow Chow","White /Brown",NULL
46338,1495644,"Parker","Dog","Male",10,20161206,"Shepherd, Australian /Chow Chow","White /Brown",NULL
46339,1495722,"Frederick","Dog","Male",27.88,20160605,"Schnauzer, Giant /Mix","Grey /Brown","Tricolor"
46340,1495785,"Bentley","Dog","Male",20.4,20130205,"Terrier, West Highland White Westie /Schnauzer, Miniature","White /None",NULL
46341,1496094,"Boomerang","Dog","Male",51.2,20131021,"Catahoula Leopard Dog /Retriever, Labrador","Tan /None",NULL
46342,1496103,"Scrappy","Dog","Male",25,20160127,"Terrier, Cairn /Mix","White /None",NULL
46343,1496137,"Rosemary","Dog","Female",7.69,20140201,"Chihuahua /Pug","Tan /Brown",NULL
46354,1496173,"Peluchin","Dog","Male",17,20160205,"Spaniel","Black /None",NULL
46356,1496211,"Della","Dog","Female",56.4,20160205,"Collie, Border /Mix","White /Black",NULL
46362,1496301,"Orin","Dog","Male",21.5,20110131,"Terrier /Mix","White /Tan",NULL
46363,1496353,"Lancelot","Dog","Male",14.5,20101210,"Dachshund /Mix","White /Tan",NULL
46364,1496377,"Cello","Dog","Male",31.5,20150802,"Dachshund /Retriever, Labrador","Golden /None",NULL
46365,1496402,"Billie","Dog","Female",13.94,20160202,"Pinscher, Miniature /Chihuahua","Blue Black /Tan",NULL
46367,1496717,"Ryker","Dog","Male",8.6,20170118,"Shih Tzu /Mix","White /Red/Mahogany",NULL
46368,1496718,"Stripe","Dog","Female",8.1,20170118,"Shih Tzu /Mix","Red/Mahogany /White",NULL
46369,1496719,"Gopher","Dog","Male",28,20170118,"Shih Tzu/Mix","Red/Mahogany/White",NULL
46370,1496720,"Flicker","Dog","Female",6.6,20170118,"Shih Tzu /Mix","White /Brown",NULL
46371,1496721,"Dot","Dog","Female",4.5,20170118,"Shih Tzu /Mix","Chocolate /White",NULL
46372,1496722,"Foxy","Dog","Female",5.4,20170118,"Shih Tzu /Mix","Tan /White",NULL
46373,1496723,"Fawn","Dog","Female",6,20170118,"Shih Tzu /Mix","White /Red/Mahogany",NULL
46374,1496977,"Red","Dog","Female",28.6,20160504,"Shepherd /Mix","Red/Mahogany /Brown",NULL
46375,1496987,"Mitch","Dog","Male",50,20141228,"Terrier, Pit Bull /Mix","Brown /White",NULL
46376,1497002,"Gina","Dog","Female",33,20160207,"Cattle Dog, Australian (Red Heeler) /Mix","White /Tan",NULL
46377,1497011,"Fiona","Dog","Female",54,20090129,"Chow Chow/Shepherd","Red/Mahogany/Tan",NULL
46378,1497024,"Ferris","Dog","Male",62,20160129,"Mastiff /Retriever, Labrador","Tan /White",NULL
46379,1497039,"Espresso","Dog","Female",52.3,20150906,"Retriever, Labrador /Chinese Shar-Pei","Brown /None",NULL
46380,1497049,"Delaney","Dog","Female",7.44,20130203,"Chihuahua /Mix","Tan /White",NULL
46381,1497073,"Champ","Dog","Male",17.4,20140203,"Chihuahua /Mix","White /Tan",NULL
46383,1497187,"Brady","Dog","Male",55,20140127,"Bernese Mountain Dog /Mix","Brown /None","Tricolor"
46384,1497217,"Barrett","Dog","Male",75.6,20140127,"Bernese Mountain Dog /Mix","Brown /None","Tricolor"
46385,1497239,"Belle","Dog","Female",73,20130203,"Shepherd, German","White /None",NULL
46386,1497247,"Anson","Dog","Male",11.1,20150203,"Chihuahua /Dachshund","White /Tan",NULL
46387,1497270,"Magma","Dog","Female",43,20160307,"Shepherd, Anatolian","Tan /Black",NULL
46388,1497276,"Blume","Dog","Female",58.8,20160307,"Shepherd, Anatolian","Tan /Black",NULL
46389,1497278,"Alcott","Dog","Female",38.2,20160307,"Shepherd, Anatolian","Tan /Black",NULL
46390,1497314,"Misty","Dog","Female",40,20160908,"Retriever, Labrador","Brindle /None",NULL
46391,1497383,"Matilda","Dog","Female",41.3,20150207,"Cattle Dog, Australian (Blue Heeler)","White /Black","Tick"
46392,1497406,"Roo","Dog","Female",55.9,20140207,"Terrier, Pit Bull","Brown/White",NULL
46393,1497497,"Sandy","Dog","Female",6.9,20150206,"Chihuahua, Short Coat","Tan /None",NULL
46394,1497542,"Carter","Dog","Male",6.1,20111126,"Chihuahua","Black /None",NULL
46395,1497557,"Matt Damon","Dog","Male",8.5,20120208,"Dachshund /Mix","Red/Mahogany /None",NULL
46396,1497560,"Ben Affleck","Dog","Male",10.1,20100208,"Chihuahua /Mix","Black /Tan",NULL
46416,1498224,"Artichoke","Dog","Female",6.69,20161221,"Terrier, Pit Bull /Mix","Black /White",NULL
46417,1498225,"Beet","Dog","Male",9,20161221,"Terrier, Pit Bull /Mix","Brown /White",NULL
46418,1498226,"Cucumber","Dog","Male",40,20161221,"Terrier, Pit Bull/Mix","Brown/None",NULL
46419,1498227,"Daikon","Dog","Female",39,20131008,"Terrier, Pit Bull /Mix","Black /None",NULL
46420,1498228,"Eggplant","Dog","Female",8.5,20161221,"Terrier, Pit Bull /Mix","Grey /White",NULL
46421,1498229,"Kale","Dog","Female",6.31,20161221,"Terrier, Pit Bull /Mix","Black /White",NULL
46422,1498232,"Squash","Dog","Male",7.31,20161221,"Terrier, Pit Bull /Mix","Grey /White",NULL
46423,1498235,"Tomato","Dog","Female",7.75,20161221,"Terrier, Pit Bull /Mix","Tan /None",NULL
46424,1498236,"Zucchini","Dog","Male",3.5,20161221,"Terrier, Pit Bull /Mix","Grey /White",NULL
46425,1498502,"Teddy","Dog","Male",19.7,20160219,"Poodle, Miniature /Terrier, Wheaten","Tan /Brown",NULL
46436,1498657,"Katy","Dog","Female",41.4,20150209,"Retriever, Black Labrador /Cattle Dog, Australian (Blue Heeler)","Black /White",NULL
46437,1498788,"Lady Red","Dog","Female",65,20110625,"Mixed Breed (Medium)","White/None",NULL
46438,1499027,"Garnet","Dog","Female",34.8,20130205,"Husky, Siberian","Grey /White",NULL
46439,1499037,"Slinky","Dog","Female",17,20160204,"Chihuahua /Terrier","Brown /White",NULL
46440,1499097,"Sadie","Dog","Female",21.7,20140507,"Corgi, Cardigan Welsh /Mix","Red/Mahogany /Brown",NULL
46441,1499112,"Jax","Dog","Male",21.3,20150207,"Terrier, Boston /Mix","Black /White",NULL
46442,1499114,"Strawberry","Dog","Female",13.4,20150203,"Dachshund /Chihuahua, Long Coat","Brown /White","Salt and Pepper"
46443,1499126,"Dax","Dog","Male",8,20140117,"Chihuahua /Mix","Black /None",NULL
46444,1499152,"Julio","Dog","Male",65.6,20111227,"Retriever, Labrador/Mix","Black/None",NULL
46445,1499229,"Zuzu","Dog","Female",43.7,20150130,"Black Mouth Cur /Mix","Tan /White",NULL
46446,1499303,"Hubbard","Dog","Male",46.5,20160902,"Husky, Siberian/Mix","Tan/Black",NULL
46451,1500313,"Starfish","Dog","Female",34.8,20160730,"Terrier","Blue/White","Solid"
46452,1500345,"Cooper","Dog","Male",15.19,20161224,"Boxer /Terrier, American Pit Bull","Brown /White","Brindle"
46458,1501040,"Valentine","Dog","Female",14,20120207,"Terrier, Cairn /Mix","Tan /None",NULL
46459,1501131,"Patty","Dog","Female",7,20161127,"American Blue Heeler /Mix","Red/Mahogany /White",NULL
46460,1501160,"Fritz","Dog","Male",7,20161127,"American Blue Heeler /Mix","Black /White","Merle"
46468,1501789,"Elliot","Dog","Female",5,20170210,"Lhasa Apso /Schnauzer","Black /None",NULL
46469,1501792,"Isabella","Dog","Female",5,20170210,"Lhasa Apso /Schnauzer","Black /None",NULL
46470,1501793,"Elinor","Dog","Female",5.88,20170210,"Lhasa Apso /Schnauzer","Black /None",NULL
46471,1502212,"Leona","Dog","Female",16.6,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Brown /White",NULL
46472,1502222,"Gena","Dog","Female",11.19,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Black /White",NULL
46473,1502223,"Joanna","Dog","Female",11.5,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Black /White",NULL
46474,1502234,"Mae","Dog","Female",16.1,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Brown /None",NULL
46475,1502240,"Willy","Dog","Male",14.5,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Brown /White",NULL
46476,1502243,"Mr. Roberts","Dog","Male",14.31,20170211,"Cattle Dog, Australian (Blue Heeler) /Terrier, American Pit Bull","Brown /White",NULL
46478,1502279,"Cami","Dog","Female",14.19,20161223,"Boxer /Terrier, American Pit Bull","Black /White",NULL
46479,1502290,"Aaron","Dog","Male",10.44,20150214,"Chihuahua","Chocolate /White",NULL
46492,1502404,"Valentina","Dog","Female",24,20160912,"Retriever, Labrador /Mix","Black /White",NULL
46493,1502496,"Aurora","Dog","Female",7.88,20110212,"Chihuahua, Long Coat","White /None",NULL
46494,1502531,"Hunter","Dog","Female",16,20161204,"Retriever, Labrador /Mix","Tan /None",NULL
46495,1502537,"Shelby","Dog","Female",11,20161204,"Retriever, Labrador /Mix","Tan /None",NULL
46496,1502565,"Iris","Dog","Female",4.5,20161112,"Terrier /Mix","Tan /Black",NULL
46497,1502583,"Nugget","Dog","Male",11.56,20150813,"Terrier /Dachshund","Blond /None",NULL
46498,1502585,"Shaggy","Dog","Male",12.06,20150813,"Terrier /Dachshund","Blond /None",NULL
46499,1502588,"Genji","Dog","Male",9.9,20161204,"Blue Lacy","Black /Brown",NULL
46500,1502604,"Sammy","Dog","Male",7.2,20161212,"Terrier /Mix","Black /White",NULL
46501,1502607,"Everest","Dog","Male",13.3,20161204,"Blue Lacy /Mix","Silver /None",NULL
46502,1502610,"Hanzo","Dog","Male",9.5,20161204,"Blue Lacy /Mix","Black /White",NULL
46503,1502618,"Yukon","Dog","Male",12.3,20161204,"Blue Lacy /Mix","Black /None",NULL
46504,1502623,"Queen","Dog","Female",21,20161012,"Retriever, Black Labrador","Black /None",NULL
46505,1502701,"Tyco","Dog","Female",25.6,20161127,"Retriever, Labrador /Mix","Blond /None",NULL
46506,1502703,"Willow","Dog","Male",16.5,20161127,"Retriever, Labrador /Mix","Blond /None",NULL
46507,1502708,"Zella","Dog","Female",9,20161112,"Terrier, Rat /Terrier, Jack Russell","White /Black",NULL
46511,1502808,"Laila","Dog","Female",15.3,20161202,"Boxer /Mix","Brown /None",NULL
46512,1502815,"Lucia","Dog","Male",8,20161202,"Boxer /Mix","Brown /Black",NULL
46513,1502825,"Cecilia","Dog","Female",14.4,20161202,"Boxer /Mix","Brown /Black","Brindle"
46514,1502833,"Manny","Dog","Male",22.8,20161202,"Boxer /Mix","Brown /Black","Brindle"
46515,1502837,"Sergio","Dog","Male",8.75,20161202,"Boxer /Mix","Brown /White",NULL
46516,1502840,"Sugar Ray","Dog","Male",10.5,20161202,"Boxer /Mix","Brown /None",NULL
46517,1502944,"Bikkie","Dog","Male",11,20161202,"Cattle Dog /Mix","Brown /White",NULL
46518,1502948,"Bitzer","Dog","Male",11.4,20161202,"Cattle Dog /Mix","Brown /White",NULL
46519,1502954,"Blizzard","Dog","Male",9,20161202,"Cattle Dog /Mix","Black /White",NULL
46520,1502957,"Kylie","Dog","Female",10.31,20161202,"Cattle Dog /Mix","Brown /White",NULL
46521,1502964,"Kora","Dog","Female",10,20161202,"Cattle Dog /Mix","White /Brown",NULL
46522,1502988,"Kolya","Dog","Female",9,20161202,"Cattle Dog /Mix","White /Black",NULL
46524,1503332,"Lady","Dog","Female",11,20090213,"Shih Tzu","White /Grey",NULL
46525,1503493,"Petey","Dog","Male",1.5,20170106,"Chihuahua, Long Coat /Mix","White /Tan",NULL
46534,1504067,"Redd","Dog","Male",41.2,20150208,"Retriever /Mix","Red/Mahogany /None",NULL
46542,1504256,"Gus","Dog","Male",38.4,20160614,"Retriever, Labrador /Collie, Border","Chocolate /White","Tick"
46543,1504259,"Mikaela","Dog","Female",22.2,20160914,"Retriever, Labrador /Collie, Border","Black /White",NULL
46544,1504324,"Turk","Dog","Male",57,20150209,"Retriever, Labrador /Mix","Red/Mahogany /White",NULL
46545,1504374,"Dude","Dog","Male",73.8,20160210,"Black Mouth Cur /Mix","Tan /None",NULL
46546,1504430,"Clipper","Dog","Male",62.5,20160328,"Collie, Border","Black /White",NULL
46547,1504442,"Martina","Dog","Female",48.9,20151215,"Collie, Border","Black /White",NULL
46548,1504447,"Donatello","Dog","Male",29.5,20160720,"Mountain Dog","Brindle /Chocolate",NULL
46549,1504454,"Girly","Dog","Female",32.8,20161214,"Shepherd, German","Black /Brown",NULL
46550,1504457,"Grandeur","Dog","Male",79,20150211,"Shepherd, German","Black /Brown",NULL
46551,1504460,"Jacques","Dog","Male",56.2,20160211,"Cattle Dog, Australian (Red Heeler)","White/Tan",NULL
46552,1504463,"Jimmy John","Dog","Male",23.5,20130226,"Terrier","White/None",NULL
46553,1504468,"Nelson","Dog","Male",22.2,20110127,"Terrier, Jack Russell","Wheaten /Tan",NULL
46554,1504471,"Raven","Dog","Female",0,20160211,"Retriever, Labrador","Black /White",NULL
46555,1504473,"Socks","Dog","Female",50,20160520,"Mountain Dog","Tan /None",NULL
46556,1504478,"Mateo","Dog","Male",50.4,20150214,"Retriever","Black /White",NULL
46559,1504485,"Pants","Dog","Male",54.8,20150813,"Dalmatian","Black/None",NULL
46561,1504533,"Madonna","Dog","Female",62.3,20120804,"Cattle Dog, Australian (Red Heeler) /Retriever, Labrador","Red/Mahogany /None","Merle"
46562,1504589,"Rufino","Dog","Male",75,20150212,"Retriever, Labrador/Mix","Black/None",NULL
46563,1504632,"Katori","Dog","Female",59,20150212,"Shepherd /Husky","Black /Brown",NULL
46564,1504640,"Hugo","Dog","Male",53.6,20140205,"Shepherd /Mix","Black /Tan",NULL
46566,1504726,"Boris","Dog","Male",74,20150203,"Mastiff /Mix","Black /None",NULL
46568,1504895,"Blue","Dog","Male",53.1,20160420,"Cattle Dog, Australian (Red Heeler) /Ridgeback, Rhodesian","Red/Mahogany /White",NULL
46576,1505023,"Wiley","Dog","Female",37.6,20160215,"Shepherd, German /Sheltie, Shetland Sheepdog","Tan /Black",NULL
46585,1505375,"Curly","Dog","Male",54,20150215,"Schnauzer, Giant/Mix","Brown/None",NULL
46586,1505383,"Sweet Pea","Dog","Male",42,20150215,"Collie, Border /Hound, Basset","Black /White",NULL
46587,1505457,"Oso","Dog","Male",12.7,20120213,"Chihuahua /Mix","Black /None",NULL
46588,1505477,"Nala","Dog","Female",57.25,20150807,"Shepherd /Mix","Brown /White",NULL
46589,1505480,"Marley","Dog","Female",38.8,20140213,"Retriever, Labrador /Shepherd","Brown /None","Tricolor"
46590,1505508,"Susie","Dog","Female",73.6,20140216,"Collie, Border /Mix","Black /White",NULL
46592,1505530,"Leon","Dog","Male",14.4,20120213,"Chihuahua /Mix","Black /None",NULL
46593,1505534,"Harpo","Dog","Female",52.8,20150208,"Retriever, Flat-Coated /Mix","Black /None",NULL
46594,1505542,"Gavin","Dog","Male",69,20150213,"Shepherd, German /Mix","Tan /Red/Mahogany",NULL
46595,1505549,"Edika","Dog","Female",12,20150816,"Schnauzer, Miniature /Mix","Black /Tan",NULL
46596,1505558,"Dora","Dog","Female",42,20140212,"Retriever, Labrador /Mix","White /Tan",NULL
46597,1505561,"Doodle","Dog","Male",42.5,20160213,"Retriever, Flat-Coated","Beige /White",NULL
46598,1505569,"Dobby","Dog","Male",73,20160213,"Beauceron /Mix","Black /Red/Mahogany",NULL
46600,1505848,"George","Dog","Male",74,20141226,"Terrier, Pit Bull /Mix","Brindle /White",NULL
46601,1505874,"Moo","Dog","Female",20,20150208,"Mixed Breed (Small)","Black /White",NULL
